num,主键ID,企业名称,注册号,法人,社会统一信用代码,行业,gjj_202001,gjj_202002,gjj_202003,gjj_202004,gjj_202005,gjj_202006,gjj_202007,gjj_202008,gjj_202009,gjj_202010,gjj_202011,gjj_202012,shebao_202001,shebao_202002,shebao_202003,shebao_202004,shebao_202005,shebao_202006,shebao_202007,shebao_202008,shebao_202009,shebao_202010,shebao_202011,shebao_202012,yibao_201907,yibao_201908,yibao_201909,yibao_201910,yibao_201911,yibao_201912,yibao_202001,yibao_202002,yibao_202003,yibao_202004,yibao_202005,yibao_202006,yibao_202007,home_number,home_describe,gjj_sum,gjj_avg,gjj_nan,gjj_state,shebao_sum,shebao_avg,shebao_nan,shebao_state,yibao_sum,yibao_avg,yibao_nan,yibao_state,gjj_nan_score,gjj_state_score,shebao_nan_score,shebao_state_score,yibao_nan_score,yibao_state_score,gjj_sum_score,gjj_avg_score,shebao_sum_score,shebao_avg_score,yibao_sum_score,yibao_avg_score,home_number_score,desire_score,ability_score,score,target,defualt_rate,credit_score,credit_grade,credit_rate,max_value,3year_profit,loan_amount,credit_loan_amount,credit_loan_amount_zhanbi,mortgage_price,mortgage_loan_amount,mortgage_loan_amount_zhanbi,credit_loan_rate_1,credit_loan_rate_2,credit_loan_rate_3,credit_loan_rate_4,credit_loan_rate_5,credit_loan_rate_6,credit_loan_rate_7,credit_loan_rate_8,credit_loan_rate_9,credit_loan_rate_10,credit_loan_rate_11,credit_loan_rate_12,credit_loan_rate_13,credit_loan_rate_14,credit_loan_rate_15,credit_loan_rate_16,credit_loan_rate_17,credit_loan_rate_18,credit_loan_rate_19,credit_loan_rate_20,credit_loan_rate_21,credit_loan_rate_22,credit_loan_rate_23,credit_loan_rate_24,credit_loan_rate_25,credit_loan_rate_26,credit_loan_rate_27,credit_loan_rate_28,credit_loan_rate_29,credit_loan_rate_30,mortgage_loan_rate_1,mortgage_loan_rate_2,mortgage_loan_rate_3,mortgage_loan_rate_4,mortgage_loan_rate_5,mortgage_loan_rate_6,mortgage_loan_rate_7,mortgage_loan_rate_8,mortgage_loan_rate_9,mortgage_loan_rate_10,mortgage_loan_rate_11,mortgage_loan_rate_12,mortgage_loan_rate_13,mortgage_loan_rate_14,mortgage_loan_rate_15,mortgage_loan_rate_16,mortgage_loan_rate_17,mortgage_loan_rate_18,mortgage_loan_rate_19,mortgage_loan_rate_20,mortgage_loan_rate_21,mortgage_loan_rate_22,mortgage_loan_rate_23,mortgage_loan_rate_24,mortgage_loan_rate_25,mortgage_loan_rate_26,mortgage_loan_rate_27,mortgage_loan_rate_28,mortgage_loan_rate_29,mortgage_loan_rate_30
22,370833001022014103146844,济宁瑞***有限公司,370***3376,张**,9137***5673,科学研究和技术服务业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736.0,3736.0,2568.5714285714284,2568.5714285714284,2568.5714285714284,2568.5714285714284,3269.0,3269.0,3269.0,3269.0,3269.0,3269.0,228.83,228.83,228.83,228.83,228.83,228.83,261.52,261.52,179.8,179.8,179.8,179.8,228.83,0.0,0,0.0,0.0,12.0,0.0,37360.28571428571,3113.357142857143,0.0,-467.0,2844.050000000001,218.77307692307696,0.0,0.0,1.36,2.5500000000000003,52.2,3.45,39.6,3.1500000000000004,3.08,2.04,12.408878504672884,8.34757475083057,14.350000000000003,13.299745917594093,0.0,102.31,53.526199173097545,705.8361991730977,0.0,0.2,856.9300000000001,A,0.85,37360.28571428571,112080.85714285712,112080.85714285712,165879.66857142857,0.1658796685714285,0.0,165879.66857142857,0.0331759337142857,4.031839962406408,4.487431571219668,4.607409864081187,4.687979642879107,4.978415811078457,5.114450094124915,5.184193460791186,5.234015074772053,5.273605440555938,5.306831622156914,5.33566575200109,5.361262198121367,5.384360078457158,5.405463637181915,5.42493358068108,5.443037614255209,5.459980359930765,5.475922039372974,5.490990657519851,5.505290238301226,5.518906562735168,5.531911271603858,5.544364865187574,5.556318939863417,5.567817884695809,5.578900188249828,5.5895994590493165,5.5999452323024,5.60996361480566,5.619677805734688,3.9522561254321817,4.235024483807355,4.3075888421626285,4.356300027448418,4.796872015691432,4.941421762044579,4.995154877607707,5.031453763766017,5.059616930563482,5.082938086317385,5.103003127155319,5.120708640162499,5.136615364091885,5.151099395728696,5.164426319496209,5.176791252469342,5.188342115478855,5.199193951670583,5.209438151546362,5.219148626050688,5.228386070871275,5.23720099301828,5.245635909661835,5.25372697842662,5.26150522795718,5.268997501601007,5.276227191400403,5.283214816287444,5.289978482808371,5.296534256087908
23,370833001022014090457423,济宁市***有限公司,370***6849,张**,9137***269F,制造业,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,270000.0,22500.0,0.0,-5000.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,30.6,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,28.82,19.088541452376056,1.4,0.94,0.8200000000000001,0.76,0.0,43.83,51.82854145237605,645.6585414523761,1.0,0.6,681.49,CCC,0.65,270000.0,810000.0,810000.0,534600.0,0.5346,0.0,534600.0,0.10692,4.246298831493106,5.236,5.236,5.236,5.3657436707084765,5.662214406298629,5.814211878957945,5.922792232486561,6.009074782762683,6.081487341416952,6.144327939342443,6.2001123860262295,6.250451502169376,6.2964442286981885,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,4.07285521007322,4.689115621284987,4.847261113858123,4.953421418523487,4.970090300433875,5.2851194877164085,5.402224499334039,5.481333656521879,5.5427119693266125,5.593537688008208,5.637267086830689,5.675854171995442,5.710521007726579,5.742087252775335,5.771131717185527,5.798079635695272,5.823253384374214,5.84690368624089,5.869229716155475,5.89039255433682,5.910524479904417,5.92973556695223,5.948118476656707,5.965752010312244,5.982703791203692,5.999032321252764,6.014788580667043,6.030017288047975,6.04475790448553,6.059045442031363
24,370829001012006122621475,济宁辰***有限公司,370***8266,贾**,9137***851X,制造业,346620.0,336240.0,334510.0,325860.0,306560.0,386140.0,375760.0,363650.0,346350.0,337700.0,337510.0,311560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4108460.0,342371.66666666674,0.0,-35060.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,30.6,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,54.05082102893496,36.85409629213604,1.4,0.94,0.8200000000000001,0.76,0.0,43.83,94.82491732107108,688.654917321071,0.0,0.2,681.49,CCC,0.65,4108460.0,12325380.0,1000000.0,1000000.0,1.0,0.0,1000000.0,0.2,4.202156119403047,5.084466975988532,5.236,5.236,5.286018815938332,5.549466435424467,5.6845332988040695,5.781019164780472,5.85769092271364,5.922037631876665,5.977878576506835,6.027449336514365,6.072181307407038,6.113051021895292,6.150757033582306,6.185817787690684,6.218629560692496,6.249502642136433,6.278684929798321,6.306377879194147,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,4.048031938859001,4.5956486808423485,4.736178751939993,4.83051413209932,4.934436261481408,5.214375154246079,5.318436138474923,5.388733529207955,5.443275068912692,5.488439440933035,5.527297933992762,5.561586902545854,5.592392288211677,5.620442450051957,5.646251725941813,5.670197984810726,5.692567694083405,5.713583649383351,5.733422839993059,5.752228403818263,5.770117885746042,5.787189098998886,5.803524383462066,5.819193762955568,5.834257328379699,5.848767065276911,5.8627682753000006,5.876300695959905,5.889399392876827,5.902095478199635
25,37088100101200208057835X,山东鲁***有限公司,370***8616,贾**,9137***075L,制造业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,兖州区文昌*** / ,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,1.4,0.94,0.8200000000000001,0.76,29.025,14.59,38.065,602.655,1.0,0.9,593.77,C,0.55,0.0,55800.0,100000.0,100000.0,0.1,700000.0,175950.0,0.03519,4.157131588048573,4.926635565417913,5.129281469707962,5.236,5.204701333315018,5.434466148640538,5.552264187512719,5.6364139597552345,5.703282934834832,5.759402666630036,5.808104129014019,5.851337074298897,5.89034988850215,5.925994250824029,5.958879402068999,5.989457502218842,6.018074162255359,6.045000000000001,6.070451218532506,6.094603516496563,6.117601779867485,6.139567011459556,6.160601397540926,6.18079208549673,6.200214049406743,6.218932297281074,6.2370035946357465,6.254477827069367,6.271399089520068,6.2878065658919065,4.048916955287882,4.598981028828848,4.740139137112765,4.834896107656688,4.93570742393041,5.21689738013771,5.32142341905005,5.392034972973449,5.446820262039895,5.49218647630583,5.5312186302657,5.565660838244078,5.5966038949975525,5.624779414667505,5.650704033735393,5.67475730984926,5.697226990673647,5.718336867518856,5.738264720642937,5.757154327643375,5.775123758722295,5.792271264235249,5.8086795520493215,5.824418958925082,5.839549844312623,5.854124426080852,5.868188208338331,5.881781106185278,5.89493834195222,5.907691166830062
26,370828001012009022627091,山东克***有限公司,370***1944,孙**,9137***6302,制造业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,金乡县中华*** / 金乡县开发*** / 金乡县城区*** / 金乡县城区*** / 金乡县城区*** / 金乡县城区*** / ,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,1.4,0.94,0.8200000000000001,0.76,65.78999999999999,14.59,74.83,639.42,1.0,0.8,593.77,C,0.55,0.0,55800.0,100000.0,100000.0,0.1,4200000.0,1011399.9999999998,0.2022799999999999,4.148219717657971,4.895395416275716,5.092161254481735,5.224296657321184,5.188605866159046,5.411703720695829,5.526083677887238,5.6077917219168105,5.672720396284104,5.72721173231809,5.774500050833166,5.816478529238128,5.854359329811778,5.888969419041834,5.920900359723401,5.950591191757784,5.978377497720731,6.0045220430634325,6.029234757418345,6.052686241277092,6.075017176537374,6.096345054940565,6.116769097671406,6.136373923406713,6.155232330744127,6.173407441391659,6.190954373731199,6.2079215658580456,6.224351833231476,6.240283222777498,4.149066034393383,4.9760718615139865,5.18829909777872,5.236,5.079553057193924,5.502314229022947,5.659466181721605,5.76562866235913,5.847996799959491,5.916203624140556,5.974887367221767,6.026670255919908,6.073192269399745,6.115553368897123,6.15453030279686,6.190693725322265,6.22447625697478,6.256214361680296,6.2861753270448,6.31457531863272,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324
27,370882001012005051058014,山东海***有限公司,370***0394,张**,9137***322D,制造业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,兖州区漕河*** / 兖州区漕河*** / 兖州区漕河*** / 兖州区漕河*** / 兖州区漕河*** / ,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,1.4,0.94,0.8200000000000001,0.76,61.92,14.59,70.96000000000002,635.55,1.0,0.7,593.77,C,0.55,0.0,55800.0,100000.0,100000.0,0.1,3500000.0,1239250.0,0.24785,4.138428630553878,4.861073213641499,5.051378877194698,5.1791760382542416,5.170922471540628,5.386695624197668,5.497320282669667,5.5763457053672845,5.639142655141463,5.691844943081255,5.737580701459718,5.778180951282788,5.814818057372043,5.848291835425247,5.879174426172129,5.907890455048206,5.934764486852623,5.960050659976485,5.983952011686675,6.006633541355321,6.028231312041623,6.048858958022789,6.068612442874473,6.087573607090875,6.105812859161377,6.123391248395336,6.140362083539507,6.156772212379828,6.172663044667408,6.188071378179578,4.154318321488494,4.995848272159862,5.211802706588457,5.236,5.087096996389632,5.517282826293302,5.67719472856231,5.785221666419687,5.869036377874697,5.938441070690933,5.998155435210327,6.05084775047912,6.098186797466403,6.141291855256057,6.180953313720222,6.217751849082264,6.252127679654191,6.284423178441942,6.314910327236336,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324
28,370827000022015020272117,鱼台海***有限公司,370***9178,李**,9137***986E,租赁和商务服务业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,王庙镇皮李*** / 王庙镇皮李*** / 王庙镇皮李*** / 王庙镇皮李*** / 王庙镇皮李*** / ,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,1.4,0.94,0.8200000000000001,0.76,61.92,14.59,70.96000000000002,635.55,1.0,0.7,593.77,C,0.55,0.0,55800.0,100000.0,100000.0,0.1,3500000.0,1239250.0,0.24785,4.138428630553878,4.861073213641499,5.051378877194698,5.1791760382542416,5.170922471540628,5.386695624197668,5.497320282669667,5.5763457053672845,5.639142655141463,5.691844943081255,5.737580701459718,5.778180951282788,5.814818057372043,5.848291835425247,5.879174426172129,5.907890455048206,5.934764486852623,5.960050659976485,5.983952011686675,6.006633541355321,6.028231312041623,6.048858958022789,6.068612442874473,6.087573607090875,6.105812859161377,6.123391248395336,6.140362083539507,6.156772212379828,6.172663044667408,6.188071378179578,4.154318321488494,4.995848272159862,5.211802706588457,5.236,5.087096996389632,5.517282826293302,5.67719472856231,5.785221666419687,5.869036377874697,5.938441070690933,5.998155435210327,6.05084775047912,6.098186797466403,6.141291855256057,6.180953313720222,6.217751849082264,6.252127679654191,6.284423178441942,6.314910327236336,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324
29,370826001012000120892627,微山县***山湖宾馆,370***5563,王**,9137***099G,住宿和餐饮业,181650.0,0.0,179920.0,0.0,178190.0,178190.0,176460.0,0.0,185110.0,178190.0,176460.0,176460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1610630.0,134219.16666666663,3.0,-5190.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,23.29000000000001,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,47.16580197964119,31.23970751283473,1.4,0.94,0.8200000000000001,0.76,0.0,36.52,82.32550949247592,668.8455094924759,0.0,0.3,659.56,CCC,0.65,1610630.0,4831890.0,1000000.0,1000000.0,1.0,0.0,1000000.0,0.2,4.23972481025518,5.216162282793639,5.236,5.236,5.353870524188159,5.645423241461554,5.7948992971143936,5.901678460497107,5.986529708753385,6.057741048376318,6.119539212177515,6.174398276023651,6.223902339443133,6.2691321135306,6.310860674928627,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,4.069158366258455,4.675195913536623,4.830718002394586,4.935117262004971,4.964780467888627,5.274583779132215,5.389746188924498,5.467543040250853,5.527903176114703,5.577885770044234,5.620889761740235,5.658836743283116,5.692928506628878,5.723971113582183,5.752533772570044,5.779034664304734,5.80379081710576,5.82704879486144,5.849004468410693,5.869816245885816,5.889614212088095,5.908506615142366,5.926584579110929,5.943925598089311,5.960596173590419,5.976653837074171,5.9921487230606525,6.007124808334749,6.021620899384339,6.035671427462065
30,370881001011989112451532,曲阜市***有限公司,370***2677,颜**,9137***098A,信息传输、软件和信息技术服务业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,曲阜市春秋*** / ,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,1.4,0.94,0.8200000000000001,0.76,29.025,14.59,38.065,602.655,1.0,0.9,593.77,C,0.55,0.0,55800.0,100000.0,100000.0,0.1,700000.0,175950.0,0.03519,4.157131588048573,4.926635565417913,5.129281469707962,5.236,5.204701333315018,5.434466148640538,5.552264187512719,5.6364139597552345,5.703282934834832,5.759402666630036,5.808104129014019,5.851337074298897,5.89034988850215,5.925994250824029,5.958879402068999,5.989457502218842,6.018074162255359,6.045000000000001,6.070451218532506,6.094603516496563,6.117601779867485,6.139567011459556,6.160601397540926,6.18079208549673,6.200214049406743,6.218932297281074,6.2370035946357465,6.254477827069367,6.271399089520068,6.2878065658919065,4.048916955287882,4.598981028828848,4.740139137112765,4.834896107656688,4.93570742393041,5.21689738013771,5.32142341905005,5.392034972973449,5.446820262039895,5.49218647630583,5.5312186302657,5.565660838244078,5.5966038949975525,5.624779414667505,5.650704033735393,5.67475730984926,5.697226990673647,5.718336867518856,5.738264720642937,5.757154327643375,5.775123758722295,5.792271264235249,5.8086795520493215,5.824418958925082,5.839549844312623,5.854124426080852,5.868188208338331,5.881781106185278,5.89493834195222,5.907691166830062
31,370826001012008041072053,山东省***有限公司,370***0638,张**,9137***143H,建筑业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270.0,3270.0,3270.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,0.0,13080.0,1090.0,8.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,18.94666666666668,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,4.646808510638298,3.1207138179436806,0.8200000000000001,0.76,0.0,31.21666666666667,14.467522328581982,595.6841889952486,1.0,0.7,643.65,CC,0.6,13080.0,39240.0,100000.0,100000.0,0.1,0.0,100000.0,0.02,4.130059453717438,4.831735451633257,5.016519119162018,5.140608059445945,5.155807147260835,5.365319327601517,5.472734050473694,5.549466435424467,5.61044124023183,5.661614294521668,5.706022963252745,5.745445137689469,5.781019164780472,5.813521652406047,5.843508139799278,5.87139093127017,5.8974851738974605,5.922037631876665,5.945245451052624,5.967268843100351,5.988239923011192,6.008269027798289,6.027449336514365,6.045860314932473,6.063570328537122,6.080638655203034,6.097117056846027,6.113051021895292,6.128480758537696,6.143441996809456,4.00748900433555,4.442992569817685,4.554752021873193,4.629774188401019,4.876203832956094,5.098831040215296,5.181587694979186,5.2374931521378665,5.280868442166929,5.316786345217853,5.347689367312252,5.37495838032214,5.39945700183055,5.421764474479303,5.442289836125178,5.461333594867102,5.479123569862693,5.495836943949816,5.511614471524148,5.5265699859722925,5.540796967302263,5.55437320350679,5.56736417708644,5.579825575935565,5.591805188588244,5.603344357624708,5.614479110123392,5.625241048163575,5.635658058406594,5.645754883433753
32,370828000022015012964982,金乡县***有限公司,370***9105,周**,9137***465H,批发和零售业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / 金乡县旺角*** / ,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,1.4,0.94,0.8200000000000001,0.76,96.75,14.59,105.79,670.38,0.0,0.5,593.77,C,0.55,0.0,55800.0,100000.0,100000.0,0.1,42000000.0,5000000.0,1.0,4.115158991789396,4.779502572056087,4.954454891396495,5.071941724499789,5.128895860958405,5.327261021531717,5.428960782929023,5.501610649095195,5.559341311469434,5.6077917219168105,5.6498376434921695,5.687162375398324,5.720843699246282,5.751616903774989,5.7800079709535925,5.8064072685904256,5.831113176477903,5.854359329811778,5.876332385363535,5.89718403080397,5.917039351994107,5.93600281550621,5.954162642835215,5.971594071806464,5.98836183054359,6.0045220430634325,6.020123717307808,6.035209921510481,6.049818724596284,6.063983955597782,4.24650517520212,5.236,5.236,5.236,5.219506365197089,5.7800079709535925,5.98836183054359,6.129113263819707,6.238317884453239,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324,6.324
33,370800001012013090905270,山东汇***有限公司,370***7431,黄**,9137***4987,科学研究和技术服务业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,金乡县新材*** / ,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.36,2.5500000000000003,2.3200000000000003,3.45,1.7599999999999998,3.1500000000000004,3.08,2.04,1.4,0.94,0.8200000000000001,0.76,29.025,14.59,38.065,602.655,1.0,0.9,593.77,C,0.55,0.0,55800.0,100000.0,100000.0,0.1,700000.0,175950.0,0.03519,4.157131588048573,4.926635565417913,5.129281469707962,5.236,5.204701333315018,5.434466148640538,5.552264187512719,5.6364139597552345,5.703282934834832,5.759402666630036,5.808104129014019,5.851337074298897,5.89034988850215,5.925994250824029,5.958879402068999,5.989457502218842,6.018074162255359,6.045000000000001,6.070451218532506,6.094603516496563,6.117601779867485,6.139567011459556,6.160601397540926,6.18079208549673,6.200214049406743,6.218932297281074,6.2370035946357465,6.254477827069367,6.271399089520068,6.2878065658919065,4.048916955287882,4.598981028828848,4.740139137112765,4.834896107656688,4.93570742393041,5.21689738013771,5.32142341905005,5.392034972973449,5.446820262039895,5.49218647630583,5.5312186302657,5.565660838244078,5.5966038949975525,5.624779414667505,5.650704033735393,5.67475730984926,5.697226990673647,5.718336867518856,5.738264720642937,5.757154327643375,5.775123758722295,5.792271264235249,5.8086795520493215,5.824418958925082,5.839549844312623,5.854124426080852,5.868188208338331,5.881781106185278,5.89493834195222,5.907691166830062
34,370000001012011081201616,山东万***有限公司,370***6730,李**,9137***361A,制造业,2120580.0,2117115.0,2162160.0,2207205.0,2210670.0,0.0,2162160.0,2182950.0,2134440.0,2120580.0,2176020.0,2141370.0,3736.0,3736.0,2568.5714285714284,2568.5714285714284,2568.5714285714284,2568.5714285714284,3269.0,3269.0,3269.0,3269.0,3269.0,3269.0,228.83,228.83,228.83,228.83,228.83,228.83,261.52,261.52,179.8,179.8,179.8,179.8,228.83,0.0,0,23735250.0,1977937.5,1.0,20790.0,37360.28571428571,3113.357142857143,0.0,-467.0,2844.050000000001,218.77307692307696,0.0,0.0,28.16333333333333,7.65,52.2,3.45,39.6,3.1500000000000004,55.87021530995643,0.0,12.408878504672884,8.34757475083057,14.350000000000003,13.299745917594093,0.0,134.21333333333337,0.0,0.0,0.0,0.2,952.64,AAA,0.95,23735250.0,71205750.0,1000000.0,1000000.0,1.0,0.0,1000000.0,0.2,4.066501410198285,4.6089356720473225,4.75178364261414,4.847711240147008,5.0410168330929785,5.202981308476266,5.286018815938332,5.345337183267868,5.392474071711128,5.432033666185955,5.466364017394192,5.496839533379611,5.524340219142587,5.549466435424467,5.572647644704685,5.594202580964054,5.614374870282893,5.633355274999725,5.65129619973027,5.668321496939102,5.6845332988040695,5.700016901924251,5.7148443388486205,5.729077041004329,5.742767858683013,5.755962616952532,5.768701330629811,5.781019164780472,5.792947202551476,5.804513065232251,3.971747689916483,4.308415975245615,4.394812198089845,4.4528084722159536,4.824868043828517,4.996971158650531,5.060946618938874,5.104164621944928,5.13769611439912,5.165462635252711,5.189352376427371,5.21043282807073,5.2293716142251725,5.246616521412943,5.262483758466276,5.277205634726389,5.290958266972196,5.303878627313555,5.316075526664546,5.32763696451385,5.338635206065485,5.349130385729838,5.359173125092889,5.368806473969592,5.378067375533554,5.3869877898804,5.395595567929578,5.403915139832041,5.411968063515663,5.419773466360984
